question_id,pt,section_num,section_type,question_num,passage_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,skills
pt73_s2_q21,73,2,LR,21,,"Most of the students who took Spanish 101 at the university last semester attended every class session. However, each student who received a grade lower than B minus missed at least one class session. Which one of the following statements about the students who took Spanish 101 at the university last semester can be properly inferred from the information above?",At least some of the students who received a grade of A minus or higher attended every class session.,"Most, if not all, of the students who missed at least one class session received a grade lower than B minus.",Most of the students received a grade higher than B minus.,At least one student who received a grade of B minus or higher missed one or more class sessions.,"More than half of the students received a grade of B minus or higher. Because the native salmon in Lake Clearwater had nearly disappeared, sockeye salmon were introduced in 1940. After being introduced, this genetically uniform group of sockeyes split into two distinct populations that do not interbreed, one inhabiting deep areas of the lake and the other inhabiting shallow areas. Since the two populations now differ genetically, some researchers hypothesize that each has adapted genetically to its distinct habitat. Which of the following, if true, most strongly supports the researchers’ hypothesis?",E,assumption
pt73_s2_q22,73,2,LR,22,,,Neither of the two populations of sockeyes has interbred with the native salmon.,"When the native salmon in Lake Clearwater were numerous, they comprised two distinct populations that did not interbreed.",Most types of salmon that inhabit lakes spend part of the time in shallow water and part in deeper water.,One of the populations of sockeyes is virtually identical genetically to the sockeyes originally introduced in 1940.,The total number of sockeye salmon in the lake is not as large as the number of native salmon had been many years ago.,A,strengthen_weaken
pt73_s2_q23,73,2,LR,23,,"A developing country can substantially increase its economic growth if its businesspeople are willing to invest in modern industries that have not yet been pursued there. But being the first to invest in an industry is very risky. Moreover, businesspeople have little incentive to take this risk since if the business succeeds, many other people will invest in the same industry, and the competition will cut into their profits. The statements above, if true, most strongly support which one of the following claims?","Once a developing country has at least one business in a modern industry, further investment in that industry will not contribute to the country’s economic growth.","In developing countries, there is greater competition within modern industries than within traditional industries.",A developing country can increase its prospects for economic growth by providing added incentive for investment in modern industries that have not yet been pursued there.,A developing country will not experience economic growth unless its businesspeople invest in modern industries.,Investments in a modern industry in a developing country carry little risk as long as the country has at least one other business in that industry.,C,assumption
pt73_s2_q24,73,2,LR,24,,"A survey ofa city’s concertgoers found that almost all of 25. them were dissatisfied with the local concert hall. A large majority of them expressed a strong preference for wider seats and better acoustics. And, even though the survey respondents were told that the existing concert hall cannot feasibly be modified to provide these features, most of them opposed the idea of tearing down the existing structure and replacing it with a concert hall with wider seats and better acoustics. Which one of the following, if true, most helps to explain the apparent conflict in the concertgoers’ views, as revealed by the survey?","Before any of the survey questions were asked, the respondents were informed that the survey was sponsored by a group that advocates replacing the existing concert hall.",Most of the people who live in the vicinity of the existing concert hall do not want it to be torn down.,The city’s construction industry will receive more economic benefit from the construction of a new concert hall than from renovations to the existing concert hall.,A well-publicized plan is being considered by the city government that would convert the existing concert hall into a public auditorium and build a new concert hall nearby.,Many popular singers and musicians who currently do not hold concerts in the city would begin to hold concerts there if a new concert hall were built.,D,inference
pt73_s3_q1,73,3,LG,1,,"Student: Before completing my research paper, I want to find the book from which I copied a passage to quote in the paper. Without the book, I will be unable to write an accurate citation, and without an accurate citation, I will be unable to include the quotation. Hence, since the completed paper will be much better with the quotation than without, Which one of the following most logically completes the student’s argument?",I will have to include an inaccurate citation,I will be unable to complete my research paper,"if I do not find the book, my research paper will suffer","if I do not find the book, I will include the quotation without an accurate citation","if I do not find the book, I will be unable to complete my research paper - bb b& Bb 3 Questions 1-7 1. The five pieces could appear in which one of the following sequences on the CD, in order from first to A record producer is planning the contents of a CD consisting last? of a sequence of exactly five instrumental pieces—Reciprocity, A Reciprocity, Trapezoid, Wisteria, Salammbo Salammbo, Trapezoid, Vancouver, and Wisteria. To create and (A) P ty, Trap > ° > . . : : : Vancouver susan certain moods, the sequence of pieces will satisfy the (B) Salammbo, Reciprocity, Trapezoid, Vancouver, ollowing constraints: Wisteri . isteria Salammbo must be earlier than Vancouver. () Trapezoid, Wisteria, Salammbo. Vancouver Trapezoid must either be earlier than both Reciprocity and Re, i roc ty . , > , Salammbo or later than both Reciprocity and Salammbo. (D) Vank, uver, Wisteria, Salanmbo, Reciprocity Wisteria must either be earlier than both Reciprocity and Trapezoid : , , P > y and Trapezoid. E Wisteria, Salammbo, Vancouver, Trapezoid, Trapezoid or later than both Reciprocity p Reciprocity",B,strengthen_weaken
pt73_s3_q2,73,3,LG,2,,"2 bP bP Pb 8 2. If Salammbo is the fourth piece on the CD, then which The first and second pieces on the CD, listed in order, one of the following must be true? could be",Reciprocity is earlier on the CD than Wisteria. (A) Reciprocity and Vancouver,Salammbo is earlier on the CD than Trapezoid. (B) Reciprocity and Wisteria,Trapezoid is earlier on the CD than Reciprocity. (C) Salammbo and Trapezoid,Vancouver is earlier on the CD than Wisteria. (D) Trapezoid and Wisteria,Wisteria is earlier on the CD than Trapezoid. (E) Wisteria and Salammbo,C,inference
pt73_s3_q3,73,3,LG,3,,"If Reciprocity is the first piece on the CD, then which one 6. If Vancouver is the second piece on the CD, then which of the following could be true? one of the following could be true?",Trapezoid is the second piece on the CD. (A) Wisteria is the first piece on the CD.,Vancouver is the third piece on the CD. (B) Salammbo is the third piece on the CD.,Wisteria is the third piece on the CD. (C) Trapezoid is the third piece on the CD.,Salammbo is the fourth piece on the CD. (D) Reciprocity is the fourth piece on the CD.,Trapezoid is the last piece on the CD. (E) Reciprocity is the last piece on the CD.,B,strengthen_weaken
pt73_s3_q4,73,3,LG,4,,"If Trapezoid is the second piece on the CD, then which 7. If Wisteria is the first piece on the CD, then which one of one of the following could be true? the following CANNOT be true?",Salammbo is the first piece on the CD. (A) Trapezoid is the third piece on the CD.,Reciprocity is the first piece on the CD. (B) Vancouver is the third piece on the CD.,Vancouver is the third piece on the CD. (C) Salammbo is the fourth piece on the CD.,Wisteria is the fourth piece on the CD. (D) Vancouver is the fourth piece on the CD.,Reciprocity is the last piece on the CD. (E) Trapezoid is the last piece on the CD.,E,main_point
pt73_s3_q5,73,3,LG,5,pt73_s3_p1,"Which one of the following pairs of speeches CANNOT . Which one of the following could be a complete and be given at the same time? accurate list of the speeches given in the Gold Room, in",Long’s and Yoshida’s the order in which they occur?,"Long’s and Zimmerman’s (A) Long’s, Molina’s","Molina’s and Xiao’s (B) Molina’s, Yoshida’s","Xiao’s and Yoshida’s (C) Molina’s, Yoshida’s, Long’s","Yoshida’s and Zimmerman’s (D) Yoshida’s, Zimmerman’s, Xiao’s",E,inference
pt73_s3_q6,73,3,LG,6,pt73_s3_p1,"E) Zimmerman’s, Molina’s, Long’s 10. If Xiao’s speech is at 3 P.M., which one of the following CANNOT be true? 12. If Yoshida’s speech is at 1 P.M., which one of the i 2",Long’s speech is in the same room as Yoshida’s. following could be true?,Molina’s speech is in the same room as Xiao’s. (A) Long’s speech is at | P.M. in the Gold Room.,Xiao’s speech is in the same room as Yoshida’s. (B) Long’s speech is at 2 P.M. in the Rose Room.,Xiao’s speech is in the same room as (C) Molina’s speech is at 2 P.M. in the Gold Room. Zimmerman’s. (D) Xiao’s speech is at 3 P.M. in the Gold Room.,Yoshida’s speech is in the same room as (E) Xiao’s speech is at | P.M. in the Rose Room. Zimmerman’s.,D,inference
pt73_s3_q7,73,3,LG,7,pt73_s3_p1,"Which one of the following, if substituted for the constraint that neither Xiao’s speech nor Yoshida’s speech can be earlier than Zimmerman’s, would have the same effect in determining the schedule of speeches with regard to rooms and times?",Long’s speech must be at 3 P.M.,Molina’s speech cannot be earlier than Zimmerman’s.,Either Xiao’s speech or Yoshida’s speech must be after Zimmerman’s.,Either Xiao’s speech or Yoshida’s speech or both must be at 2 P.M.,Zimmerman’s speech must be at | P.M.,A,inference
pt73_s3_q8,73,3,LG,8,pt73_s3_p2,"Questions 14-18 During the seventeenth century, three families—the Trents, the Williamses, and the Yandells—owned the five buildings that constituted the center of their village—the forge, the granary, the inn, the mill, and the stable. Each family owned at least one of the buildings and each building was owned by exactly one of the families. The historical evidence establishes the following about the ownership of the buildings: The Williamses owned more of the buildings than the Yandells owned. Neither the inn nor the mill belonged to the owner of the forge. Either the Trents owned the stable or the Yandells owned the inn, or both. Which one of the following could be an accurate matching of each family to the building or buildings it owned?","Trents: the granary, the stable Williamses: the inn, the mill Yandells: the forge","Trents: the granary, the mill Williamses: the inn, the stable Yandells: the forge","Trents: the forge, the mill Williamses: the granary, the stable Yandells: the inn","Trents: the forge, the granary Williamses: the mill Yandells: the inn, the stable","Trents: the stable Williamses: the inn, the mill Yandells: the forge, the granary",A,inference
pt73_s3_q9,73,3,LG,9,pt73_s3_p2,"2 b b 8 15. Which one of the following is a pair of buildings that . Ifone of the families owned both the granary and the inn, CANNOT both have been owned by the Trents? which one of the following could be true?","the forge, the granary (A) The Trents owned the granary.","the granary, the mill (B) The Trents owned the mill.","the granary, the stable (C) The Williamses owned the forge.","the inn, the mill (D) The Williamses owned the stable.","the inn, the stable (E) The Yandells owned the inn.",B,inference
pt73_s3_q10,73,3,LG,10,pt73_s3_p2,"Ifthe Yandells owned the mill, which one of the 18. Ifthe Trents owned exactly one of the buildings, which following must be true? one of the following is a complete and accurate list of the buildings any one of which could be the building that the",The Trents owned the forge. Trents owned?,The Trents owned the inn.,The Williamses owned the forge. (A) the forge,"The Williamses owned the granary. (B) the forge, the mill","The Williamses owned the inn. (C) the inn, the stable",A,inference
pt73_s3_q11,73,3,LG,11,pt73_s3_p3,"Questions 19-23 A florist is filling a customer’s order for three bouquets— bouquet 1, bouquet 2, and bouquet 3. Each of the bouquets is to be composed of one or more of five kinds of flowers—iilies, peonies, roses, snapdragons, and tulips—subject to the following conditions: Bouquets | and 3 cannot have any kind of flower in common. Bouquets 2 and 3 must have exactly two kinds of flowers in common. Bouquet 3 must have snapdragons. If a bouquet has lilies, that bouquet must also have roses but cannot have snapdragons. If a bouquet has tulips, that bouquet must also have peonies. Which one of the following could be a complete and accurate list of the kinds of flowers in each of the bouquets?",,,,,"bouquet 1: bouquet 2: bouquet 3: bouquet 1: bouquet 2: bouquet 3: bouquet 1: bouquet 2: bouquet 3: bouquet 1: bouquet 2: bouquet 3: bouquet 1: bouquet 2: bouquet 3: lilies, roses peonies, roses, tulips peonies, snapdragons, tulips peonies, roses peonies, snapdragons peonies, snapdragons, tulips peonies, tulips roses, snapdragons, tulips roses, snapdragons roses peonies, snapdragons lilies, peonies, snapdragons snapdragons lilies, roses lilies, roses",C,inference
pt73_s3_q12,73,3,LG,12,pt73_s3_p3,"21. > b pb 8 If lilies are in bouquet 1, which one of the following must be true?",Lilies are in bouquet 2.,Peonies are in bouquet 3.,Roses are in bouquet 2.,Tulips are in bouquet 2.,"Tulips are in bouquet 3. If tulips are in bouquet 1, which one of the following could be a complete and accurate list of the kinds of flowers in bouquet 2?",C,inference
pt73_s3_q13,73,3,LG,13,pt73_s3_p3,,"peonies, tulips","peonies, snapdragons","peonies, snapdragons, tulips","peonies, roses, tulips","peonies, roses, snapdragons, tulips",E,inference
pt73_s4_q1,73,4,LR,1,,Which one of the following CANNOT be a complete and accurate list of the kinds of flowers in bouquet 2?,"lilies, roses","peonies, tulips","peonies, roses, snapdragons","peonies, roses, tulips","peonies, roses, snapdragons, tulips Which one of the following CANNOT be true?",D,inference
pt73_s4_q2,73,4,LR,2,,,Lilies and roses are the only kinds of flowers in bouquet 1.,Peonies and tulips are the only kinds of flowers in bouquet 1.,"Lilies, peonies, and roses are the only kinds of flowers in bouquet 2.","Peonies, roses, and snapdragons are the only kinds of flowers in bouquet 2.","Peonies, snapdragons, and tulips are the only kinds of flowers in bouquet 3. -> © 606 0 O 4",D,strengthen_weaken
pt73_s4_q3,73,4,LR,3,,"In an experiment, ten people were asked to taste samples 2. Residents of a coastal community are resisting the efforts of coffee and rank them. Five of the people were given chocolate with the coffee, and this group subsequently reported that all the coffee samples tasted pretty much the same as one another. Five others tasted coffee only, and they were able to detect differences. Clearly, then, chocolate interferes with one’s ability to taste coffee. Which one of the following, if true, most undermines the conclusion drawn above?","The ten people were randomly assigned to either the group that tasted only coffee or the group that was also given chocolate, although some people had asked to be in the group that received chocolate.","Similar results were achieved when the experiment was repeated with a different, larger group of people.","Chocolate is normally consumed as a solid, whereas coffee is normally consumed as a liquid.","The five people who were originally given chocolate were asked a week later to taste coffee samples without chocolate, and they still detected no differences between the coffee samples.","Some subjects who tasted just coffee reported only subtle differences between the coffee samples, while others thought the differences were considerable. of one family to build a large house on the family’s land. Although the house would not violate any town codes, the land in question is depicted in a painting by a famous and beloved landscape painter who recently died. Residents argue that the house would alter the pristine landscape and hence damage the community’s artistic and historic heritage. Which one of the following principles, if valid, most helps to justify the reasoning of the residents opposed to building the house?",E,principle_parallel
pt73_s4_q4,73,4,LR,4,,,Every possible effort should be made to preserve historic buildings that are well known and well loved.,Communities that seek to preserve undeveloped areas of landscape or historic neighborhoods should purchase those properties for the public trust.,Artists who choose to represent actual landscapes in their paintings have the right to demand that the owners of the land represented do not significantly alter the landscape.,The right to build on one’s own property is constrained by the artistic and historical interests of the community at large.,"In historic communities, the building and zoning regulations should prohibit construction that obstructs access to historic sites.",C,principle_parallel
pt73_s4_q5,73,4,LR,5,,"Moore: Sunscreen lotions, which are designed to block skin-cancer-causing ultraviolet radiation, do not do so effectively. Many scientific studies have shown that people who have consistently used these lotions develop, on average, as many skin cancers as those who have rarely, if ever, used them. The reasoning in Moore’s argument is most vulnerable to criticism on the grounds that the argument",takes for granted that there are no other possible health benefits of using sunscreen lotions other than blocking skin-cancer-causing ultraviolet radiation,fails to distinguish between the relative number of cases of skin cancer and the severity of those cases in measuring effectiveness at skin cancer prevention,fails to consider the effectiveness of sunscreen lotions that are not specifically designed to block skin-cancer-causing ultraviolet radiation,"relies on evidence regarding the probability of people in different groups developing cancer that, in principle, would be impossible to challenge","overlooks the possibility that people who consistently use sunscreen lotions spend more time in the sun, on average, than people who do not",A,flaw_method
pt73_s4_q6,73,4,LR,6,,"Psychologist: Some have argued that Freudian psychotherapy is the most effective kind because it is so difficult and time consuming. But surely this does not follow. Similar reasoning—e.g., concluding that a car-repair chain has the most effective technique for repairing cars because the cars it services receive so much work and spend so much time in the shop—would never be accepted. The reasoning technique employed by the psychologist is that of attempting to undermine an argument by",introducing a principle that contradicts the one on which the argument is based,questioning the truth of its premises,presenting an analogous argument whose conclusion is thought to be obviously false,claiming that the argument is based on a false analogy,suggesting that a supposed cause of a phenomenon is actually an effect of that phenomenon,E,inference
pt73_s4_q7,73,4,LR,7,,"While biodiversity is indispensable to the survival of life on Earth, biodiversity does not require the survival of every currently existing species. For there to be life on Earth, various ecological niches must be filled; many niches, however, can be filled by more than one species. Which one of the following statements most accurately expresses the conclusion drawn in the argument?",Biodiversity does not require that all existing species continue to exist.,There are various ecological niches that must be filled if there is to be life on Earth.,The survival of life on Earth depends upon biodiversity.,There are many ecological niches that can be filled by more than one species.,"The species most indispensable for biodiversity fill more than one ecological niche. Clinician: Patients with immune system disorders are usually treated with a class of drugs that, unfortunately, increase the patient’s risk of developing osteoporosis, a bone-loss disease. So these patients take another drug that helps to preserve existing bone. Since a drug that enhances the growth of new bone cells has now become available, these patients should take this new drug in addition to the drug that helps to preserve existing bone. Which one of the following would be most useful to know in order to evaluate the clinician’s argument?",E,main_point
pt73_s4_q8,73,4,LR,8,,,How large is the class of drugs that increase the tisk of developing osteoporosis?,Why are immune system disorders treated with drugs that increase the risk of developing osteoporosis?,Is the new drug more expensive than the drug that helps to preserve existing bone?,How long has the drug that helps to preserve existing bone been in use?,To what extent does the new drug retain its efficacy when used in combination with the other drugs?,D,inference
pt73_s4_q9,73,4,LR,9,,"Critic: The perennial image of the “city on a hill” 9. associates elevated locations with elevated purposes. The city’s concert hall—its newest civic building—is located on a spectacular hilltop site. But because it is far from the center of the city, it cannot fulfill the purpose of a civic building. An example of a successful civic building is the art museum, which is situated in a densely populated downtown area. It encourages social cohesion and makes the city more alive. The critic’s reasoning most closely conforms to which one of the following principles?","A civic building that is located in a downtown area should, if possible, be located on an elevated site.",A city needs to have civic buildings if it is to have social cohesion.,A civic building with an elevated purpose should be located on a spectacular site.,The downtown area of a city should be designed in a way that complements the area’s civic buildings.,"The purpose of a civic building is to encourage social cohesion and to make a city more alive. 10. Fluoride enters a region’s groundwater when rain dissolves fluoride-bearing minerals in the soil. In a recent study, researchers found that when rainfall, concentrations of fluoride-bearing minerals, and other relevant variables are held constant, fluoride concentrations in groundwater are significantly higher in areas where the groundwater also contains a high concentration of sodium. Which one of the following can most reasonably be concluded on the basis of the researchers’ findings?",D,principle_parallel
pt73_s4_q10,73,4,LR,10,,,Fluoride-bearing minerals are not the primary source of fluoride found in groundwater.,Rainfall does not affect fluoride concentrations in groundwater.,Sodium-bearing minerals dissolve at a faster rate than fluoride-bearing minerals.,Sodium in groundwater increases the rate at which fluoride-bearing minerals dissolve.,"Soil that contains high concentrations of sodium-bearing minerals also contains high concentrations of fluoride-bearing minerals. o oOo 4 Fraenger’s assertion that the artist Hieronymus Bosch belonged to the Brethren of the Free Spirit, a nonmainstream religious group, is unlikely to be correct. Fraenger’s hypothesis explains much of Bosch’s unusual subject matter. However, there is evidence that Bosch was a member of a mainstream church, and no evidence that he was a member of the Brethren. The statement that there is no evidence that Bosch was a member of the Brethren figures in the argument in which one of the following ways?",E,inference
pt73_s4_q11,73,4,LR,11,,,"It is a premise that, when combined with the other premises, guarantees the falsity of Fraenger’s assertion.",It is used to support the claim that Bosch was a member of a mainstream church.,It is used to dispute Fraenger’s hypothesis by questioning Fraenger’s credibility.,It is intended to cast doubt on Fraenger’s hypothesis by questioning the sufficiency of Fraenger’s evidence.,"It is intended to help show that Bosch’s choice of subject matter remains unexplained. ‘Vacuum cleaner salesperson: To prove that this Super XL vacuum cleaner is better than your old vacuum cleaner, I ran your old vacuum once over this dirty carpet. Then I ran the Super XL over the same area. All that dirt that the Super XL picked up is dirt your old vacuum left behind, proving the Super XL is the better vacuum. The vacuum cleaner salesperson’s argument is most vulnerable to the criticism that it",B,inference
pt73_s4_q12,73,4,LR,12,,,ignores the possibility that dirt remained in the carpet even after the Super XL had been used in the test takes for granted that the Super XL will still perform better than the old vacuum cleaner when it is the same age as the old vacuum cleaner takes for granted that because the Super XL outperforms one vacuum cleaner it is the best vacuum cleaner available ignores the possibility that the amount of dirt removed in the test by the old vacuum cleaner is greater than the amount of dirt removed by the Super XL ignores the possibility that if the Super XL had been used first it would have left behind just as much dirt as did the old vacuum cleaner,,,,,A,flaw_method
pt73_s4_q13,73,4,LR,13,,"Manager: This company’s supply chain will develop 13. significant weaknesses unless we make changes to our vendor contracts now. Some will argue that this problem is so far in the future that there is no need to address it today. But that is an irresponsible approach. Just imagine if a financial planner offered the same counsel to a 30-year-old client: “Don’t worry, Jane, retirement is 35 years away; you don’t need to save anything now.” That planner would be guilty of gross malpractice. Which one of the following most accurately expresses the overall conclusion drawn in the manager’s argument?",Some people argue that the supply-chain problem is so far in the future that there is no need to address it now. It would be irresponsible to postpone changes to the vendor contracts just because the supply chain will not develop weaknesses for a long,time. 14.,"If no changes are made to the vendor contracts, the supply chain will eventually develop significant weaknesses. In planning to meet its future obligations, a company should follow the same practices that are appropriate for an individual who is planning for retirement. Financial planners should advise their clients to save money for retirement only if retirement is many years away.",,"Worldwide, more books were sold last year than in any previous year. In particular, there were more cookbooks sold. For the first time ever, most of the cookbooks sold were not intended for beginners. Indeed, more cookbooks than ever were purchased by professional cooks. However, one of the few books available on every continent is a cookbook written for beginners, entitled Problem-Free Cooking. Which one of the following is most strongly supported by the information above?",B,main_point
pt73_s4_q14,73,4,LR,14,,,Last year there were more cookbooks sold that were not intended for beginners than in any previous year.,The best-selling cookbook last year was a cookbook that was intended for beginners.,Sales of cookbooks intended for beginners were lower last year than in previous years.,Most of the cookbooks purchased last year that were not intended for beginners were purchased by professional cooks.,"Problem-Free Cooking sold more copies last year than did any cookbook written for professional cooks. 60 0 4 In early 2003, scientists detected methane in the atmosphere of Mars. Methane is a fragile compound that falls apart when hit by the ultraviolet radiation in sunlight. So any methane in the Martian atmosphere must have been released into the atmosphere relatively recently. The argument relies on the assumption that",C,inference
pt73_s4_q15,73,4,LR,15,,,Mars had no methane in its atmosphere prior to 2003,all methane in the Martian atmosphere is eventually exposed to sunlight,methane cannot be detected until it has started to fall apart,the methane that the scientists detected had been exposed to ultraviolet radiation,"methane in Earth’s atmosphere does not fall apart as a result of exposure to ultraviolet radiation Environmentalist: Pollution from gasoline burned by cars contributes to serious environmental problems. But the cost of these problems is not reflected in gasoline prices, and hence usually does not affect consumers’ decisions about how much to drive. Heavier taxes on gasoline, however, would reflect this cost, and as a result consumers would pollute less. The environmentalist’s statements, if true, most strongly support which one of the following?",A,assumption
pt73_s4_q16,73,4,LR,16,,,"The cost of pollution from driving should not be reflected in the price of gasoline unless the amount of pollution produced would be reduced as a result. Heavier taxes on gasoline would increase consumers’ awareness of the kinds of environmental problems to which pollution from driving contributes. Consumers would purchase less gasoline, on average, if the cost of the environmental problems to which pollution from driving contributes were fully reflected in the price of gasoline. The only cost considered by most consumers when they are deciding how much to drive is the cost of gasoline. Pollution from gasoline burned by cars will be reduced only if consumers give more consideration to the cost of that pollution when deciding how much to drive.",,,,,E,inference
pt73_s4_q17,73,4,LR,17,,"Hine’s emerald dragonflies are an endangered species 17. that live in wetlands. The larvae of these dragonflies can survive only in the water, where they are subject to predation by several species including red devil crayfish. Surprisingly, the dragonfly populations are more likely to remain healthy in areas where red devil crayfish are present than in areas without red devil crayfish. Which one of the following, if true, most helps to explain the surprising fact?",Red devil crayfish dig chambers that remain filled with water even when the surrounding wetlands dry up.,Red devil crayfish present no threat to adult Hine’s emerald dragonflies.,The varied diet of the red devil crayfish does not include any animal species that prey on dragonfly larvae.,Red devil crayfish are found in many more locations than Hine’s emerald dragonflies are.,"Populations of red devil crayfish in a wetland do not drop significantly if the local population of Hine’s emerald dragonflies dies out. Stress is a common cause of high blood pressure. By calming their minds and thereby reducing stress, some people can lower their blood pressure. And most people can calm their minds, in turn, by engaging in exercise. Which one of the following is most strongly supported by the information above?",C,inference
pt73_s4_q18,73,4,LR,18,,,"For at least some people, having lower blood pressure has at least some tendency to cause their stress levels to be reduced.",Most people with high blood pressure can lower their blood pressure by reducing their stress levels.,Most people who do not exercise regularly have higher stress levels as a result.,Engaging in exercise can directly lower one’s blood pressure.,"For at least some people, engaging in exercise can cause their stress levels to be reduced. o oOo 4 A positive correlation has been found between the amount of soot in the atmosphere of cities and the frequency of a certain ailment among those cities’ populations. However, the soot itself probably does not cause this ailment, since in cities where there are large amounts of soot in the air, there are usually also high concentrations of many other air pollutants. Which one of the following statements, if true, most weakens the argument?",C,inference
pt73_s4_q19,73,4,LR,19,,,"In cities where there are high concentrations of many air pollutants but little if any soot in the air, the frequency of the ailment is just as high, on average, as it is in cities where there are large amounts of soot in the air. If the ailment rarely occurs except in cities in which there are large amounts of soot in the air, then the soot is probably the cause of the ailment. In each of the cities where there are large amounts of soot in the air but little other air pollution, the frequency of the ailment is at least as high as it is anywhere else. If high concentrations of many different pollutants in a city’s air are correlated with a high frequency of the ailment among that city’s population, then it is possible that two or more of those pollutants each causally contributes to the ailment. In cities in which there are high concentrations of many air pollutants, there are generally also high concentrations of other forms of pollution that are very likely to contribute causally to the ailment.",,,,,B,inference
pt73_s4_q20,73,4,LR,20,,"So far this summer there has been no rain in the valley. 19. But usually a few inches of rain fall there each summer. Since only one week of summer is left, it will probably rain in the valley within the next week. The flawed pattern of reasoning in the argument above is most similar to that in which one of the following arguments?","Aisha has finished proofreading all but the last two pages of an issue of the journal Periodos and has encountered no errors. However, there are sometimes a few errors in an issue of the journal Periodos. So there may be errors in the pages that Aisha has not yet checked.","There are generally few errors in an issue of the journal Periodos. Aisha has finished proofreading all but the last two pages of an issue of this journal but has encountered no errors. Hence, there are probably no errors in the pages that Aisha has not yet checked in this issue of the journal.","On average, there are a few errors in an issue of the journal Periodos. Aisha has finished proofreading all but the last two pages of an issue of this journal but has encountered no errors. So there are probably errors in the pages she has not yet checked in this issue of the journal.",Aisha has proofread several issues of the journal Periodos and has encountered no errors. But there are seldom any errors in an issue of this journal. So there will probably be no errors in the next issue of the journal Periodos that she proofreads.,"There usually are errors in each issue of the journal Periodos. Since Aisha has finished proofreading the latest issue of this journal and has detected no errors, Aisha has probably made a mistake in her proofreading.",D,flaw_method
pt73_s4_q21,73,4,LR,21,,"Young people believe efforts to reduce pollution, poverty, and war are doomed to failure. This pessimism is probably harmful to humanity’s future, because people lose motivation to work for goals they think are unrealizable. We must do what we can to prevent this loss of motivation and therefore must enable our children to believe that better futures are possible. Which one of the following is an assumption on which the argument depends?",Motivating people to work to solve humanity’s problems will enable them to believe that the future can be better and will cause them to be less pessimistic.,Enabling people to believe that better futures are possible will help prevent the loss of motivation that results from pessimistic beliefs about the future.,"Optimism about the future is better than pessimism, even if that optimism is based on an illusory vision of what is likely to occur.","If future generations believe that the future can be better, then pollution, poverty, and war will be eliminated.","The current prevalence of such problems as pollution and poverty stems from previous generations’ inability to believe that futures can be better. Ina recent study of stroke patients, those who exhibited continuing deterioration of the nerve cells in the brain after the stroke also exhibited the highest levels of the protein glutamate in their blood. Glutamate, which functions within nerve cells as a neurotransmitter, can kill surrounding nerve cells if it leaks from damaged or oxygen-starved nerve cells. Thus glutamate leaking from damaged or oxygen-starved nerve cells is a cause of long- term brain damage resulting from strokes. Which one of the following, if true, most strengthens the argument?",E,assumption
pt73_s4_q22,73,4,LR,22,,,Any neurotransmitter that leaks from a damaged or oxygen-starved nerve cell will damage surrounding nerve cells.,Stroke patients exhibit a wide variety of abnormal chemical levels in their blood.,Glutamate is the only neurotransmitter that leaks from oxygen-starved or physically damaged nerve cells.,Leakage from damaged or oxygen-starved nerve cells is the only possible source of glutamate in the blood.,Nerve cells can suffer enough damage to leak glutamate without being destroyed themselves.,D,strengthen_weaken
pt73_s4_q23,73,4,LR,23,,"4 34. 21. 22. o 80 0 90 4 The only songs Amanda has ever written are blues songs and punk rock songs. Most punk rock songs involve no more than three chords. So if the next song Amanda writes is not a blues song, it probably will not involve more than three chords. The reasoning in which one of the following arguments is most similar to that in the argument above?","The only pets the Gupta family has ever owned are fish and parrots. Most parrots are very noisy. So if the next pet the Gupta family owns is a parrot, it will probably be very noisy.","Most parrots are very noisy. The Gupta family has never owned any pets other than fish and parrots. So if the Gupta family has ever owned a noisy pet, it was probably a parrot.",All the pets the Gupta family has ever owned have been fish and parrots. Most parrots are very noisy. So any pet the Gupta family ever owns that is not a fish will probably be very noisy.,"Every pet the Gupta family has ever owned has been a fish or a parrot. Most parrots are very noisy. So if the next pet the Gupta family owns is not a parrot, it will probably not be very noisy.","The Gupta family has never owned any pets other than fish and parrots. Most parrots are very noisy. So the next pet the Gupta family owns will probably be very noisy if it is not a fish. Advertising tends to have a greater influence on consumer preferences regarding brands of yogurt than it does on consumer preferences regarding brands of milk. Yet, since the LargeCo supermarket chain began advertising its store-brand products, sales of its store- brand milk increased more than sales of its store-brand yogurt. Which one of the following, if true, most helps to resolve the apparent discrepancy described above?",E,inference
pt73_s4_q24,73,4,LR,24,,,There has recently been increased demand at LargeCo stores for the chain’s own brand of yogurt as well as for other brands of yogurt.,The typical shopper going to LargeCo for the purpose of buying milk does not go with the intention of also buying yogurt.,Shoppers at LargeCo tend to purchase the chain’s own brand of dairy products more frequently than other brands of dairy products.,Supermarkets throughout the entire nation have experienced a sharp decrease in sales of yogurt recently.,"Consumers tend to purchase store brands of yogurt, but purchase whichever brand of milk is least expensive.",E,strengthen_weaken
